topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;116.472;315.349;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;10.6492;315.612;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;11.4086;315.663;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;10.7422;315.83;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;10.7064;317.536;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;11.7532;317.552;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;10.6505;317.565;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;10.7484;317.578;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;10.7359;317.34;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;1;10.6771;317.342;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;97.2931;227.533;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;10.6679;227.593;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;11.6842;227.838;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;11.6582;227.702;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;11.7708;227.629;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;11.1098;227.863;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;11.127;227.601;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;10.9674;227.8;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;10.8;227.639;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;2;10.675;227.596;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;79.8447;277.722;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;12.127;277.781;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;12.159;278.246;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;11.2007;277.795;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;13.0931;278.022;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;12.1281;277.864;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;11.6195;277.784;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;12.6415;277.762;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;10.7394;278.24;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;3;11.6905;277.799;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;85.9935;275.059;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;11.8983;275.144;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;11.8784;275.15;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;12.0839;275.33;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;11.1842;275.358;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;11.0799;275.343;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;10.6816;275.132;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;10.7182;275.161;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;10.6671;275.326;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;4;4;10.7893;275.335;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;90.7164;307.746;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;10.5782;308.049;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;11.3438;307.804;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;10.8294;308.29;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;10.4866;307.821;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;10.4583;307.782;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;10.7235;307.789;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;10.6389;307.974;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;11.0661;307.777;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;1;10.6061;307.996;
topk;cuda_2dinsert;1048576;16;1024;8;16;49152;1;8;2;87.3036;200.184;
