topk;cuda_radixsort;1048576;32;256;8;64;49152;1;1;1;149.994;127.033;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.2043;127.001;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.1641;127.011;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.1991;126.986;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.1583;127.007;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.1304;126.998;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.1584;127.019;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.19;127.003;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.1944;127.024;
topk;cuda_radixsort;1048576;32;256;8;64;2976;1;1;1;34.0788;127.032;
topk;cuda_radixsort;1048576;32;256;8;128;49152;1;1;1;149.777;120.175;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.459;120.157;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.362;120.145;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.3522;120.149;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.3569;120.135;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.2826;120.149;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.2838;120.147;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.2859;120.158;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.2665;120.168;
topk;cuda_radixsort;1048576;32;256;8;128;5664;1;1;1;37.2159;120.179;
topk;cuda_radixsort;1048576;32;256;8;256;49152;1;1;1;152.388;117.716;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.538;117.694;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.4337;117.675;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.3636;117.694;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.3769;117.676;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.3282;117.7;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.3406;117.676;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.2964;117.704;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.306;117.696;
topk;cuda_radixsort;1048576;32;256;8;256;11072;1;1;1;37.34;117.708;
topk;cuda_radixsort;1048576;32;256;8;512;49152;1;1;1;154.195;163.756;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;34.2638;163.723;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;34.2131;163.717;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;34.2178;163.72;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;34.1989;163.718;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;34.1564;163.714;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;33.3638;163.794;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;30.4658;163.793;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;29.7561;163.721;
topk;cuda_radixsort;1048576;32;256;8;512;21856;1;1;1;29.7516;163.72;
topk;cuda_radixsort;1048576;32;256;8;1024;49152;1;1;1;153.419;363.938;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.2528;363.911;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.2304;363.946;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.2516;363.923;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.1937;363.951;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.2266;363.94;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.2309;363.904;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.2156;363.895;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.2241;363.87;
topk;cuda_radixsort;1048576;32;256;8;1024;43424;1;1;1;34.2171;363.92;
